M [ 0 , <decl-spec> ] = GOTO 1
M [ 32 , DELIM_SEMICOLON ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , OP_ASN ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , char ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , const ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , double ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , enum ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , float ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , int ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , long ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , short ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , signed ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , struct ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , typedef ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , unsigned ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 32 , void ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 33 , <pointer> ] = GOTO 58
M [ 33 , <type-qual-list> ] = GOTO 59
M [ 33 , <type-qual> ] = GOTO 60
M [ 33 , DELIM_LPAR ] = REDUCE <pointer> -> OP_MUL 
M [ 33 , IDENTIFIER ] = REDUCE <pointer> -> OP_MUL 
M [ 33 , OP_MUL ] = SHIFT 33
M [ 33 , const ] = SHIFT 61
M [ 34 , DELIM_LPAR ] = REDUCE <decl-spec> -> <storage-class-spec> <decl-spec> 
M [ 34 , DELIM_SEMICOLON ] = REDUCE <decl-spec> -> <storage-class-spec> <decl-spec> 
M [ 34 , IDENTIFIER ] = REDUCE <decl-spec> -> <storage-class-spec> <decl-spec> 
M [ 34 , OP_MUL ] = REDUCE <decl-spec> -> <storage-class-spec> <decl-spec> 
M [ 35 , <enum-spec> ] = GOTO 62
M [ 35 , <spec-qual-list> ] = GOTO 63
M [ 35 , <struct-decl-list> ] = GOTO 64
M [ 35 , <struct-decl> ] = GOTO 65
M [ 35 , <struct-union-spec> ] = GOTO 66
M [ 35 , <struct-union> ] = GOTO 67
M [ 35 , <type-qual> ] = GOTO 68
M [ 35 , <type-spec> ] = GOTO 69
M [ 35 , char ] = SHIFT 70
M [ 35 , const ] = SHIFT 71
M [ 35 , double ] = SHIFT 72
M [ 35 , enum ] = SHIFT 73
M [ 35 , float ] = SHIFT 74
M [ 35 , int ] = SHIFT 75
M [ 35 , long ] = SHIFT 76
M [ 35 , short ] = SHIFT 77
M [ 35 , signed ] = SHIFT 78
M [ 35 , struct ] = SHIFT 21
M [ 35 , unsigned ] = SHIFT 79
M [ 35 , void ] = SHIFT 80
M [ 36 , DELIM_LCURBRACE ] = SHIFT 81
M [ 36 , DELIM_LPAR ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , DELIM_SEMICOLON ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , IDENTIFIER ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , OP_MUL ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , char ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , const ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , double ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , enum ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , float ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , int ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , long ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , short ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , signed ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , struct ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , typedef ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , unsigned ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 36 , void ] = REDUCE <struct-union-spec> -> <struct-union> IDENTIFIER 
M [ 37 , (EOF) ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , char ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , const ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , double ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , enum ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , float ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , int ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , long ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , short ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , signed ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , struct ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , typedef ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , unsigned ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 37 , void ] = REDUCE <trans-unit> -> <trans-unit> <ext-decl> 
M [ 38 , DELIM_LPAR ] = REDUCE <decl-spec> -> <type-qual> <decl-spec> 
M [ 38 , DELIM_SEMICOLON ] = REDUCE <decl-spec> -> <type-qual> <decl-spec> 
M [ 38 , IDENTIFIER ] = REDUCE <decl-spec> -> <type-qual> <decl-spec> 
M [ 38 , OP_MUL ] = REDUCE <decl-spec> -> <type-qual> <decl-spec> 
M [ 39 , DELIM_LPAR ] = REDUCE <decl-spec> -> <type-spec> <decl-spec> 
M [ 39 , DELIM_SEMICOLON ] = REDUCE <decl-spec> -> <type-spec> <decl-spec> 
M [ 39 , IDENTIFIER ] = REDUCE <decl-spec> -> <type-spec> <decl-spec> 
M [ 39 , OP_MUL ] = REDUCE <decl-spec> -> <type-spec> <decl-spec> 
M [ 40 , <enumeration-const> ] = GOTO 82
M [ 40 , <enumerator-list> ] = GOTO 83
M [ 40 , <enumerator> ] = GOTO 84
M [ 40 , IDENTIFIER ] = SHIFT 85
M [ 41 , DELIM_LCURBRACE ] = SHIFT 86
M [ 41 , DELIM_LPAR ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , DELIM_SEMICOLON ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , IDENTIFIER ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , OP_MUL ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , char ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , const ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , double ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , enum ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , float ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , int ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , long ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , short ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , signed ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , struct ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , typedef ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , unsigned ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 41 , void ] = REDUCE <enum-spec> -> enum IDENTIFIER 
M [ 42 , (EOF) ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , char ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , const ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , double ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , enum ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , float ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , int ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , long ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , short ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , signed ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , struct ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , typedef ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , unsigned ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 42 , void ] = REDUCE <func-def> -> <decl-spec> <declarator> <comp-stmt> 
M [ 43 , <comp-stmt> ] = GOTO 87
M [ 43 , <decl-spec> ] = GOTO 44
M [ 43 , <decl> ] = GOTO 88
M [ 43 , <enum-spec> ] = GOTO 3
M [ 43 , <storage-class-spec> ] = GOTO 6
M [ 43 , <struct-union-spec> ] = GOTO 7
M [ 43 , <struct-union> ] = GOTO 8
M [ 43 , <type-qual> ] = GOTO 10
M [ 43 , <type-spec> ] = GOTO 11
M [ 43 , DELIM_LCURBRACE ] = SHIFT 46
M [ 43 , char ] = SHIFT 12
M [ 43 , const ] = SHIFT 13
M [ 43 , double ] = SHIFT 14
M [ 43 , enum ] = SHIFT 15
M [ 43 , float ] = SHIFT 16
M [ 43 , int ] = SHIFT 17
M [ 43 , long ] = SHIFT 18
M [ 43 , short ] = SHIFT 19
M [ 43 , signed ] = SHIFT 20
M [ 43 , struct ] = SHIFT 21
M [ 43 , typedef ] = SHIFT 22
M [ 43 , unsigned ] = SHIFT 23
M [ 43 , void ] = SHIFT 24
M [ 44 , <declarator> ] = GOTO 89
M [ 44 , <direct-declarator> ] = GOTO 90
M [ 44 , <init-declarator-list> ] = GOTO 91
M [ 44 , <init-declarator> ] = GOTO 28
M [ 44 , <pointer> ] = GOTO 92
M [ 44 , DELIM_LPAR ] = SHIFT 93
M [ 44 , DELIM_SEMICOLON ] = SHIFT 94
M [ 44 , IDENTIFIER ] = SHIFT 95
M [ 44 , OP_MUL ] = SHIFT 33
M [ 45 , DELIM_LCURBRACE ] = REDUCE <decl-list> -> <decl> 
M [ 45 , char ] = REDUCE <decl-list> -> <decl> 
M [ 45 , const ] = REDUCE <decl-list> -> <decl> 
M [ 45 , double ] = REDUCE <decl-list> -> <decl> 
M [ 45 , enum ] = REDUCE <decl-list> -> <decl> 
M [ 45 , float ] = REDUCE <decl-list> -> <decl> 
M [ 45 , int ] = REDUCE <decl-list> -> <decl> 
M [ 45 , long ] = REDUCE <decl-list> -> <decl> 
M [ 45 , short ] = REDUCE <decl-list> -> <decl> 
M [ 45 , signed ] = REDUCE <decl-list> -> <decl> 
M [ 45 , struct ] = REDUCE <decl-list> -> <decl> 
M [ 45 , typedef ] = REDUCE <decl-list> -> <decl> 
M [ 45 , unsigned ] = REDUCE <decl-list> -> <decl> 
M [ 45 , void ] = REDUCE <decl-list> -> <decl> 
M [ 46 , <additive-expr> ] = GOTO 96
M [ 46 , <and-expr> ] = GOTO 97
M [ 46 , <asn-expr> ] = GOTO 98
M [ 46 , <blk-item-list> ] = GOTO 99
M [ 46 , <blk-item> ] = GOTO 100
M [ 46 , <cast-expr> ] = GOTO 101
M [ 46 , <comp-stmt> ] = GOTO 102
M [ 46 , <cond-expr> ] = GOTO 103
M [ 46 , <constant> ] = GOTO 104
M [ 46 , <decl-spec> ] = GOTO 105
M [ 46 , <decl> ] = GOTO 106
M [ 46 , <enum-spec> ] = GOTO 3
M [ 46 , <eq-expr> ] = GOTO 107
M [ 46 , <exc-or-expr> ] = GOTO 108
M [ 46 , <expr-stmt> ] = GOTO 109
M [ 46 , <expr> ] = GOTO 110
M [ 46 , <inc-or-expr> ] = GOTO 111
M [ 46 , <iter-stmt> ] = GOTO 112
M [ 46 , <jump-stmt> ] = GOTO 113
M [ 46 , <labeled-stmt> ] = GOTO 114
M [ 46 , <land-expr> ] = GOTO 115
M [ 46 , <lor-expr> ] = GOTO 116
M [ 46 , <multiplicative-expr> ] = GOTO 117
M [ 46 , <num-const> ] = GOTO 118
M [ 46 , <postfix-expr> ] = GOTO 119
M [ 46 , <prim-expr> ] = GOTO 120
M [ 46 , <rel-expr> ] = GOTO 121
M [ 46 , <sele-stmt> ] = GOTO 122
M [ 46 , <shift-expr> ] = GOTO 123
M [ 46 , <stmt> ] = GOTO 124
M [ 46 , <storage-class-spec> ] = GOTO 6
M [ 46 , <struct-union-spec> ] = GOTO 7
M [ 46 , <struct-union> ] = GOTO 8
M [ 46 , <type-qual> ] = GOTO 10
M [ 46 , <type-spec> ] = GOTO 11
M [ 46 , <unary-expr> ] = GOTO 125
M [ 46 , <unary-op> ] = GOTO 126
M [ 46 , CHAR_CONST ] = SHIFT 127
M [ 46 , DELIM_LCURBRACE ] = SHIFT 128
M [ 46 , DELIM_LPAR ] = SHIFT 129
M [ 46 , DELIM_RCURBRACE ] = SHIFT 130
M [ 46 , DELIM_SEMICOLON ] = SHIFT 131
M [ 46 , FLOAT_CONST ] = SHIFT 132
M [ 46 , IDENTIFIER ] = SHIFT 133
M [ 46 , INT_CONST ] = SHIFT 134
M [ 46 , OP_ADD ] = SHIFT 135
M [ 46 , OP_AND ] = SHIFT 136
M [ 46 , OP_DEC ] = SHIFT 137
M [ 46 , OP_INC ] = SHIFT 138
M [ 46 , OP_LNOT ] = SHIFT 139
M [ 46 , OP_MUL ] = SHIFT 140
M [ 46 , OP_NOT ] = SHIFT 141
M [ 46 , OP_SUB ] = SHIFT 142
M [ 46 , STR_LITERAL ] = SHIFT 143
M [ 46 , break ] = SHIFT 144
M [ 46 , case ] = SHIFT 145
M [ 46 , char ] = SHIFT 12
M [ 46 , const ] = SHIFT 13
M [ 46 , continue ] = SHIFT 146
M [ 46 , default ] = SHIFT 147
M [ 46 , do ] = SHIFT 148
M [ 46 , double ] = SHIFT 14
M [ 46 , enum ] = SHIFT 15
M [ 46 , float ] = SHIFT 16
M [ 46 , for ] = SHIFT 149
M [ 46 , goto ] = SHIFT 150
M [ 46 , if ] = SHIFT 151
M [ 46 , int ] = SHIFT 17
M [ 46 , long ] = SHIFT 18
M [ 46 , return ] = SHIFT 152
M [ 46 , short ] = SHIFT 19
M [ 46 , signed ] = SHIFT 20
M [ 46 , sizeof ] = SHIFT 153
M [ 46 , struct ] = SHIFT 21
M [ 46 , switch ] = SHIFT 154
M [ 46 , typedef ] = SHIFT 22
M [ 46 , unsigned ] = SHIFT 23
M [ 46 , void ] = SHIFT 24
M [ 46 , while ] = SHIFT 155
M [ 47 , <additive-expr> ] = GOTO 96
M [ 47 , <and-expr> ] = GOTO 97
M [ 47 , <asn-expr> ] = GOTO 156
M [ 47 , <cast-expr> ] = GOTO 101
M [ 47 , <cond-expr> ] = GOTO 103
M [ 47 , <constant> ] = GOTO 104
M [ 47 , <eq-expr> ] = GOTO 107
M [ 47 , <exc-or-expr> ] = GOTO 108
M [ 47 , <inc-or-expr> ] = GOTO 111
M [ 47 , <initializer> ] = GOTO 157
M [ 47 , <land-expr> ] = GOTO 115
M [ 47 , <lor-expr> ] = GOTO 116
M [ 47 , <multiplicative-expr> ] = GOTO 117
M [ 47 , <num-const> ] = GOTO 118
M [ 47 , <postfix-expr> ] = GOTO 119
M [ 47 , <prim-expr> ] = GOTO 120
M [ 47 , <rel-expr> ] = GOTO 121
M [ 47 , <shift-expr> ] = GOTO 123
M [ 47 , <unary-expr> ] = GOTO 125
M [ 47 , <unary-op> ] = GOTO 126
M [ 47 , CHAR_CONST ] = SHIFT 127
M [ 47 , DELIM_LCURBRACE ] = SHIFT 158
M [ 47 , DELIM_LPAR ] = SHIFT 129
M [ 47 , FLOAT_CONST ] = SHIFT 132
M [ 47 , IDENTIFIER ] = SHIFT 159
M [ 47 , INT_CONST ] = SHIFT 134
M [ 47 , OP_ADD ] = SHIFT 135
M [ 47 , OP_AND ] = SHIFT 136
M [ 47 , OP_DEC ] = SHIFT 137
M [ 47 , OP_INC ] = SHIFT 138
M [ 47 , OP_LNOT ] = SHIFT 139
M [ 47 , OP_MUL ] = SHIFT 140
M [ 47 , OP_NOT ] = SHIFT 141
M [ 47 , OP_SUB ] = SHIFT 142
M [ 47 , STR_LITERAL ] = SHIFT 143
M [ 47 , sizeof ] = SHIFT 153
M [ 48 , <decl-spec> ] = GOTO 160
M [ 48 , <enum-spec> ] = GOTO 161
M [ 48 , <identifier-list> ] = GOTO 162
M [ 48 , <param-decl> ] = GOTO 163
M [ 48 , <param-list> ] = GOTO 164
M [ 48 , <param-type-list> ] = GOTO 165
M [ 48 , <storage-class-spec> ] = GOTO 166
M [ 48 , <struct-union-spec> ] = GOTO 167
M [ 48 , <struct-union> ] = GOTO 168
M [ 48 , <type-qual> ] = GOTO 169
M [ 48 , <type-spec> ] = GOTO 170
M [ 48 , DELIM_RPAR ] = SHIFT 171
M [ 48 , IDENTIFIER ] = SHIFT 172
M [ 48 , char ] = SHIFT 173
M [ 48 , const ] = SHIFT 174
M [ 48 , double ] = SHIFT 175
M [ 48 , enum ] = SHIFT 176
M [ 48 , float ] = SHIFT 177
M [ 48 , int ] = SHIFT 178
M [ 48 , long ] = SHIFT 179
M [ 48 , short ] = SHIFT 180
M [ 48 , signed ] = SHIFT 181
M [ 48 , struct ] = SHIFT 21
M [ 48 , typedef ] = SHIFT 182
M [ 48 , unsigned ] = SHIFT 183
M [ 48 , void ] = SHIFT 184
M [ 49 , <additive-expr> ] = GOTO 185
M [ 49 , <and-expr> ] = GOTO 186
M [ 49 , <asn-expr> ] = GOTO 187
M [ 49 , <cast-expr> ] = GOTO 188
M [ 49 , <cond-expr> ] = GOTO 189
M [ 49 , <constant> ] = GOTO 190
M [ 49 , <eq-expr> ] = GOTO 191
M [ 49 , <exc-or-expr> ] = GOTO 192
M [ 49 , <inc-or-expr> ] = GOTO 193
M [ 49 , <land-expr> ] = GOTO 194
M [ 49 , <lor-expr> ] = GOTO 195
M [ 49 , <multiplicative-expr> ] = GOTO 196
M [ 49 , <num-const> ] = GOTO 197
M [ 49 , <postfix-expr> ] = GOTO 198
M [ 49 , <prim-expr> ] = GOTO 199
M [ 49 , <rel-expr> ] = GOTO 200
M [ 49 , <shift-expr> ] = GOTO 201
M [ 49 , <type-qual-list> ] = GOTO 202
M [ 49 , <type-qual> ] = GOTO 203
M [ 49 , <unary-expr> ] = GOTO 204
M [ 49 , <unary-op> ] = GOTO 205
M [ 49 , CHAR_CONST ] = SHIFT 206
M [ 49 , DELIM_LPAR ] = SHIFT 207
M [ 49 , DELIM_RSQBRACKET ] = SHIFT 208
M [ 49 , FLOAT_CONST ] = SHIFT 209
M [ 49 , IDENTIFIER ] = SHIFT 210
M [ 49 , INT_CONST ] = SHIFT 211
M [ 49 , OP_ADD ] = SHIFT 135
M [ 49 , OP_AND ] = SHIFT 136
M [ 49 , OP_DEC ] = SHIFT 212
M [ 49 , OP_INC ] = SHIFT 213
M [ 49 , OP_LNOT ] = SHIFT 139
M [ 49 , OP_MUL ] = SHIFT 140
M [ 49 , OP_NOT ] = SHIFT 141
M [ 49 , OP_SUB ] = SHIFT 142
M [ 49 , STR_LITERAL ] = SHIFT 214
M [ 49 , const ] = SHIFT 215
M [ 49 , sizeof ] = SHIFT 216
M [ 50 , <declarator> ] = GOTO 89
M [ 50 , <direct-declarator> ] = GOTO 90
M [ 50 , <init-declarator> ] = GOTO 217
M [ 50 , <pointer> ] = GOTO 92
M [ 50 , DELIM_LPAR ] = SHIFT 93
M [ 50 , IDENTIFIER ] = SHIFT 95
M [ 50 , OP_MUL ] = SHIFT 33
M [ 51 , (EOF) ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , char ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , const ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , double ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , enum ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , float ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , int ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , long ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , short ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , signed ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , struct ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , typedef ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , unsigned ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 51 , void ] = REDUCE <decl> -> <decl-spec> <init-declarator-list> DELIM_SEMICOLON 
M [ 52 , DELIM_COMMA ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , DELIM_LCURBRACE ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , DELIM_LPAR ] = SHIFT 48
M [ 52 , DELIM_LSQBRACKET ] = SHIFT 49
M [ 52 , DELIM_SEMICOLON ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , OP_ASN ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , char ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , const ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , double ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , enum ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , float ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , int ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , long ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , short ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , signed ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , struct ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , typedef ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , unsigned ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 52 , void ] = REDUCE <declarator> -> <pointer> <direct-declarator> 
M [ 53 , DELIM_RPAR ] = SHIFT 218
M [ 54 , DELIM_LPAR ] = SHIFT 219
M [ 54 , DELIM_LSQBRACKET ] = SHIFT 220
M [ 54 , DELIM_RPAR ] = REDUCE <declarator> -> <direct-declarator> 
M [ 55 , <direct-declarator> ] = GOTO 221
M [ 55 , DELIM_LPAR ] = SHIFT 56
M [ 55 , IDENTIFIER ] = SHIFT 57
M [ 56 , <declarator> ] = GOTO 222
M [ 56 , <direct-declarator> ] = GOTO 54
M [ 56 , <pointer> ] = GOTO 55
M [ 56 , DELIM_LPAR ] = SHIFT 56
M [ 56 , IDENTIFIER ] = SHIFT 57
M [ 56 , OP_MUL ] = SHIFT 33
M [ 57 , DELIM_LPAR ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 57 , DELIM_LSQBRACKET ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 57 , DELIM_RPAR ] = REDUCE <direct-declarator> -> IDENTIFIER 
M [ 58 , DELIM_LPAR ] = REDUCE <pointer> -> OP_MUL <pointer> 
M [ 58 , IDENTIFIER ] = REDUCE <pointer> -> OP_MUL <pointer> 
M [ 59 , <pointer> ] = GOTO 223
M [ 59 , <type-qual> ] = GOTO 224
M [ 59 , DELIM_LPAR ] = REDUCE <pointer> -> OP_MUL <type-qual-list> 
M [ 59 , IDENTIFIER ] = REDUCE <pointer> -> OP_MUL <type-qual-list> 
M [ 59 , OP_MUL ] = SHIFT 33
M [ 59 , const ] = SHIFT 61
M [ 60 , DELIM_LPAR ] = REDUCE <type-qual-list> -> <type-qual> 
M [ 60 , IDENTIFIER ] = REDUCE <type-qual-list> -> <type-qual> 
M [ 60 , OP_MUL ] = REDUCE <type-qual-list> -> <type-qual> 
M [ 60 , const ] = REDUCE <type-qual-list> -> <type-qual> 
M [ 61 , DELIM_LPAR ] = REDUCE <type-qual> -> const 
M [ 61 , IDENTIFIER ] = REDUCE <type-qual> -> const 
M [ 61 , OP_MUL ] = REDUCE <type-qual> -> const 
M [ 61 , const ] = REDUCE <type-qual> -> const 
M [ 62 , DELIM_LPAR ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , DELIM_SEMICOLON ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , IDENTIFIER ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , OP_MUL ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , char ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , const ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , double ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , enum ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , float ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , int ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , long ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , short ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , signed ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , struct ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , unsigned ] = REDUCE <type-spec> -> <enum-spec> 
M [ 62 , void ] = REDUCE <type-spec> -> <enum-spec> 
M [ 63 , <declarator> ] = GOTO 225
M [ 63 , <direct-declarator> ] = GOTO 226
M [ 63 , <pointer> ] = GOTO 227
M [ 63 , <struct-declarator-list> ] = GOTO 228
M [ 63 , <struct-declarator> ] = GOTO 229
M [ 63 , DELIM_LPAR ] = SHIFT 230
M [ 63 , DELIM_SEMICOLON ] = SHIFT 231
M [ 63 , IDENTIFIER ] = SHIFT 232
M [ 63 , OP_MUL ] = SHIFT 33
M [ 64 , <enum-spec> ] = GOTO 62
M [ 64 , <spec-qual-list> ] = GOTO 63
M [ 64 , <struct-decl> ] = GOTO 233
M [ 64 , <struct-union-spec> ] = GOTO 66
M [ 64 , <struct-union> ] = GOTO 67
M [ 64 , <type-qual> ] = GOTO 68
M [ 64 , <type-spec> ] = GOTO 69
M [ 64 , DELIM_RCURBRACE ] = SHIFT 234
M [ 64 , char ] = SHIFT 70
M [ 64 , const ] = SHIFT 71
M [ 64 , double ] = SHIFT 72
M [ 64 , enum ] = SHIFT 73
M [ 64 , float ] = SHIFT 74
M [ 64 , int ] = SHIFT 75
M [ 64 , long ] = SHIFT 76
M [ 64 , short ] = SHIFT 77
M [ 64 , signed ] = SHIFT 78
M [ 64 , struct ] = SHIFT 21
M [ 64 , unsigned ] = SHIFT 79
M [ 64 , void ] = SHIFT 80
M [ 65 , DELIM_RCURBRACE ] = REDUCE <struct-decl-list> -> <struct-decl> 
M [ 65 , char ] = REDUCE <struct-decl-list> -> <struct-decl> 
